 "DAX" "CAC40" "NIKKEI"
"10/04/1991" -0.819340150744437 -0.450820546567885 -1.08761482616578
"10/07/1991" -0.628283574733877 0.245416179237606 -0.722720523516574
"10/08/1991" -0.730470868136029 -0.253552853674755 1.35542386034582
"10/09/1991" 0.0465684484855761 0.0113911588457622 0
"10/10/1991" 0.0299709539064622 -0.534065542030835 -1.3467306091596
"10/11/1991" 0.166907723508939 -0.0250873969869251 -1.23725010075514
"10/14/1991" 0.887182316502351 1.27526963712164 1.85596188726057
"10/15/1991" -0.946396300372824 0.349973074389424 0.111096686091917
"10/16/1991" -0.357300467529358 -0.426474279512526 0.43129143265677
"10/17/1991" -0.080568845957426 0.469397340585731 1.84447528954448
"10/18/1991" 0.601418298487955 -0.982712205059348 0.488824920814224
"10/21/1991" 0.509294274218007 -0.498540171690708 -0.248742060399089
"10/22/1991" 0.453197771195966 -0.350681405971412 -0.62193444914433
"10/23/1991" -0.560802252860916 0.068269267555389 0.6002928625873
"10/24/1991" -0.443029058129631 0.174012224762094 -0.17181593730398
"10/25/1991" 0.303604100027619 0.936844874506197 -0.0189125675779463
"10/28/1991" 0.880178433610457 0.0771811122707999 0.954758959843049
"10/29/1991" -0.499121902840939 0.446801809160256 -0.636172561666066
"10/30/1991" -0.0486588800996383 -0.275920109864464 0.960498951946359
"10/31/1991" -0.539358198900608 0 -0.708386992062731
"11/01/1991" -0.212484493515111 -0.819867335768091 0
"11/04/1991" 0.375676229180034 0.292808511945856 -0.373557042946764
"11/05/1991" -0.120621915753169 -0.589200096049572 -0.807472075123269
"11/06/1991" 0.265176421479826 0.136612414875342 -1.2335877987606
"11/07/1991" 1.74719167179046 1.02703195962576 0.162384508407885
"11/08/1991" 0.174170556961559 0 -1.04066089285336
"11/11/1991" 0.755365422296715 0.0479010986045557 1.77809837569705
"11/12/1991" 0.123903913276448 -0.628842926940614 -1.02478366049376
"11/13/1991" -0.139942504629024 1.17030286095906 -0.986533362797689
"11/14/1991" 0.517487071639402 -0.285658588613657 -0.3204926460642
"11/15/1991" -1.07612182156685 -2.99248524843764 -2.94366644658491
"11/18/1991" -0.80225159175559 -2.41689065169638 -0.313566423623919
"11/19/1991" 0 -0.090688045029872 -0.545924214809748
"11/20/1991" -0.0594279297473747 0.143362700959787 -0.0949594380690446
"11/21/1991" 0.135069243511465 -1.41079521803387 -0.2611501632261
"11/22/1991" -0.69605412993044 0.11307121533686 -1.08164220440774
"11/25/1991" 0.859019765270374 1.46462691811164 1.05871311230799
"11/26/1991" -1.047977154927 -0.630029615816794 -0.602405578063603
"11/27/1991" 0.1260112568769 -0.169668163022823 -0.843040638200412
"11/28/1991" -1.368759740035 -0.868779394333564 -0.409389464174396
"11/29/1991" -1.35798565677403 -1.79330189729729 -3.11155630436491
"12/02/1991" 0.0905480807465339 0.782868419421118 0.790508999828882
"12/03/1991" 0.908687634904969 -0.481937058802229 2.24207345770579
"12/04/1991" -0.48420647009294 -0.62625308563329 -0.931876792313383
"12/05/1991" 0.305952160500466 -1.03336761041819 -0.0628448610048102
"12/06/1991" 0.0558187892833782 -1.33471073005423 -0.41153736131159
"12/09/1991" -0.510585773690039 -1.60231286142549 -1.80486342686665
"12/10/1991" -0.485993136730032 0.525821549135427 -2.07187277911422
